onset	duration	trial_type
0.001	0.001	1
0.001	0.001	47
0.001	0.001	1283
0.361	0.001	47
0.85	0.001	1285
0.85	0.001	265
1.501	0.001	34053
2.361	0.001	47
4.361	0.001	47
6.361	0.001	47
8.361	0.001	47
10.361	0.001	47
12.361	0.001	47
12.377	0.001	10
13.466	0.001	768
14.361	0.001	47
14.377	0.001	10
16.361	0.001	47
16.377	0.001	10
18.361	0.001	47
18.377	0.001	10
20.361	0.001	47
20.377	0.001	10
22.361	0.001	47
22.377	0.001	10
24.361	0.001	47
24.377	0.001	10
26.361	0.001	47
26.377	0.001	10
28.361	0.001	47
28.377	0.001	10
30.361	0.001	47
30.377	0.001	10
32.361	0.001	47
32.377	0.001	10
34.361	0.001	47
34.377	0.001	10
36.361	0.001	47
36.377	0.001	10
38.361	0.001	47
38.377	0.001	10
40.361	0.001	47
40.377	0.001	10
42.361	0.001	47
42.377	0.001	10
44.361	0.001	47
44.377	0.001	10
46.361	0.001	47
46.377	0.001	10
48.361	0.001	47
48.377	0.001	10
50.361	0.001	47
50.377	0.001	10
52.361	0.001	47
52.377	0.001	10
54.361	0.001	47
54.377	0.001	10
56.361	0.001	47
56.377	0.001	10
58.361	0.001	47
58.377	0.001	10
60.361	0.001	47
60.377	0.001	10
62.361	0.001	47
62.377	0.001	10
64.361	0.001	47
64.377	0.001	10
66.361	0.001	47
66.377	0.001	10
68.361	0.001	47
68.377	0.001	10
70.361	0.001	47
70.377	0.001	10
72.361	0.001	47
72.377	0.001	10
74.361	0.001	47
74.377	0.001	10
76.361	0.001	47
76.377	0.001	10
78.361	0.001	47
78.377	0.001	10
80.361	0.001	47
80.377	0.001	10
82.361	0.001	47
82.377	0.001	10
84.361	0.001	47
84.377	0.001	10
86.361	0.001	47
86.377	0.001	10
88.361	0.001	47
88.377	0.001	10
90.361	0.001	47
90.377	0.001	10
92.361	0.001	47
92.377	0.001	10
94.361	0.001	47
94.377	0.001	10
96.361	0.001	47
96.377	0.001	10
98.361	0.001	47
98.377	0.001	10
100.361	0.001	47
100.377	0.001	10
102.361	0.001	47
102.377	0.001	10
104.361	0.001	47
104.377	0.001	10
106.361	0.001	47
106.377	0.001	10
108.361	0.001	47
108.377	0.001	10
110.361	0.001	47
110.377	0.001	10
112.361	0.001	47
112.377	0.001	10
114.361	0.001	47
114.377	0.001	10
116.361	0.001	47
116.377	0.001	10
118.361	0.001	47
118.377	0.001	10
120.361	0.001	47
120.377	0.001	10
122.361	0.001	47
122.377	0.001	10
124.361	0.001	47
124.377	0.001	10
126.361	0.001	47
126.377	0.001	10
128.361	0.001	47
128.377	0.001	10
130.361	0.001	47
130.377	0.001	10
132.361	0.001	47
132.377	0.001	10
134.361	0.001	47
134.377	0.001	10
136.361	0.001	47
136.377	0.001	10
138.361	0.001	47
138.377	0.001	10
140.361	0.001	47
140.377	0.001	10
142.361	0.001	47
142.377	0.001	10
144.361	0.001	47
144.377	0.001	10
146.361	0.001	47
146.377	0.001	10
148.361	0.001	47
148.377	0.001	10
150.361	0.001	47
150.377	0.001	10
152.361	0.001	47
152.377	0.001	10
154.361	0.001	47
154.377	0.001	10
156.361	0.001	47
156.377	0.001	10
158.361	0.001	47
158.377	0.001	10
