onset	duration	trial_type
0.001	0.001	1
0.001	0.001	47
0.001	0.001	1283
0.324	0.001	1285
0.501	0.001	47
1.501	0.001	34053
2.501	0.001	47
4.501	0.001	47
6.501	0.001	47
8.501	0.001	47
10.501	0.001	47
11.878	0.001	10
12.501	0.001	47
13.005	0.001	768
13.878	0.001	10
14.501	0.001	47
15.878	0.001	10
16.501	0.001	47
17.878	0.001	10
18.501	0.001	47
19.878	0.001	10
20.501	0.001	47
21.878	0.001	10
22.501	0.001	47
23.878	0.001	10
24.501	0.001	47
25.878	0.001	10
26.501	0.001	47
27.878	0.001	10
28.501	0.001	47
29.878	0.001	10
30.501	0.001	47
31.878	0.001	10
32.501	0.001	47
33.878	0.001	10
34.501	0.001	47
35.878	0.001	10
36.501	0.001	47
37.878	0.001	10
38.501	0.001	47
39.878	0.001	10
40.501	0.001	47
41.878	0.001	10
42.501	0.001	47
43.878	0.001	10
44.501	0.001	47
45.878	0.001	10
46.501	0.001	47
47.878	0.001	10
48.501	0.001	47
49.878	0.001	10
50.501	0.001	47
51.878	0.001	10
52.501	0.001	47
53.878	0.001	10
54.501	0.001	47
55.878	0.001	10
56.501	0.001	47
57.878	0.001	10
58.501	0.001	47
59.878	0.001	10
60.501	0.001	47
61.878	0.001	10
62.501	0.001	47
63.878	0.001	10
64.501	0.001	47
65.878	0.001	10
66.501	0.001	47
67.878	0.001	10
68.501	0.001	47
69.878	0.001	10
70.501	0.001	47
71.878	0.001	10
72.501	0.001	47
73.878	0.001	10
74.501	0.001	47
75.878	0.001	10
76.501	0.001	47
77.878	0.001	10
78.501	0.001	47
79.878	0.001	10
80.501	0.001	47
81.878	0.001	10
82.501	0.001	47
83.878	0.001	10
84.501	0.001	47
85.878	0.001	10
86.501	0.001	47
87.878	0.001	10
88.501	0.001	47
89.878	0.001	10
90.501	0.001	47
91.878	0.001	10
92.501	0.001	47
93.878	0.001	10
94.501	0.001	47
95.878	0.001	10
96.501	0.001	47
97.878	0.001	10
98.501	0.001	47
99.878	0.001	10
100.501	0.001	47
101.878	0.001	10
102.501	0.001	47
103.878	0.001	10
104.501	0.001	47
105.878	0.001	10
106.501	0.001	47
107.878	0.001	10
108.501	0.001	47
109.878	0.001	10
110.501	0.001	47
111.878	0.001	10
112.501	0.001	47
113.878	0.001	10
114.501	0.001	47
115.878	0.001	10
116.501	0.001	47
117.878	0.001	10
118.501	0.001	47
119.878	0.001	10
120.501	0.001	47
121.878	0.001	10
122.501	0.001	47
123.878	0.001	10
124.501	0.001	47
125.878	0.001	10
126.501	0.001	47
127.878	0.001	10
128.501	0.001	47
129.878	0.001	10
130.501	0.001	47
131.878	0.001	10
132.501	0.001	47
133.878	0.001	10
134.501	0.001	47
135.878	0.001	10
136.501	0.001	47
137.878	0.001	10
138.501	0.001	47
139.878	0.001	10
140.501	0.001	47
141.878	0.001	10
142.501	0.001	47
143.878	0.001	10
144.501	0.001	47
145.878	0.001	10
146.501	0.001	47
147.878	0.001	10
148.501	0.001	47
149.878	0.001	10
150.501	0.001	47
151.878	0.001	10
152.501	0.001	47
153.878	0.001	10
154.501	0.001	47
155.878	0.001	10
156.501	0.001	47
157.878	0.001	10
158.501	0.001	47
159.878	0.001	10
